gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
4,300,128,20,105,0,tardos,0.25,0,0.7,1.0,0.375,0.6676726848214956,0.0030180544644867,0.005922136649054,0.0038576652011081,0.0086449635700131,,,,,
4,300,128,20,105,0,tardos,0.25,1,0.7,1.0,0.375,0.6731880422399332,0.0195641267197994,,,,,,,,
4,300,128,20,105,0,tardos,0.25,2,0.7,1.0,0.375,0.6678922416997988,0.0036767250993964,0.005922136649054,,,0.0285478151817383,,,,
4,300,128,20,105,0,tardos,0.25,0,0.8,0.8671875,0.25,0.8003556853061657,0.0017784265308288,,,0.0086449635700131,,,,,
4,300,128,20,105,0,tardos,0.25,1,0.8,0.90625,0.25,0.8059650865688767,0.0298254328443828,,,,,,,,
4,300,128,20,105,0,tardos,0.25,2,0.8,0.8203125,0.25,0.8007477924604025,0.0037389623020122,,,,,,,,
4,300,128,20,105,0,tardos,0.25,0,0.9,0.390625,0.125,0.9334020458247104,0.0010306873706564,,,,,,,,
4,300,128,20,105,0,tardos,0.25,1,0.9,0.6171875,0.125,0.9388132916929438,0.0821993753941566,,,,,,,,
4,300,128,20,105,0,tardos,0.25,2,0.9,0.3125,0.125,0.9336143739066964,0.0042156086004447,,,,,,,,
4,300,128,20,106,0,tardos,0.25,0,0.1,1.0,0.875,0.1433131231696698,0.0115151421188498,0.0045285663362117,,,0.0250900243268713,2.315808624830854e-05,0.0547876596342748,,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,1,0.1,1.0,0.875,0.1431566981419208,0.0113346517022163,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,2.315808624830854e-05,0.0547876596342748,,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,2,0.1,1.0,0.875,0.1407074856399328,0.0085086372768455,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,2.315808624830854e-05,0.0547876596342748,0.0064171103079562,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,0,0.2,1.0,0.8125,0.2099011881899384,0.0123764852374229,0.0045285663362117,,,0.0250900243268713,2.315808624830854e-05,,,
4,300,128,20,106,0,tardos,0.25,1,0.2,1.0,0.8125,0.2098013142776554,0.0122516428470692,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,,0.0547876596342748,,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,2,0.2,1.0,0.8125,0.2070996281229057,0.0088745351536321,,,0.0095859728984518,0.0250900243268713,2.315808624830854e-05,,0.0064171103079562,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,0,0.3,1.0,0.75,0.2741482712557525,0.0102021880760261,0.0045285663362117,,,0.0250900243268713,2.315808624830854e-05,,,
4,300,128,20,106,0,tardos,0.25,1,0.3,1.0,0.75,0.276467980944322,0.0133654285604391,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,,0.0547876596342748,,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,2,0.3,1.0,0.75,0.2735998110360486,0.0094542877764299,,,0.0095859728984518,0.0250900243268713,2.315808624830854e-05,,,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,0,0.4,1.0,0.625,0.4065363153645037,0.0108938589408396,0.0045285663362117,,,0.0250900243268713,2.315808624830854e-05,,,
4,300,128,20,106,0,tardos,0.25,1,0.4,1.0,0.625,0.4093814061169149,0.0156356768615248,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,,,,
4,300,128,20,106,0,tardos,0.25,2,0.4,1.0,0.625,0.4067018892749864,0.0111698154583107,,,0.0095859728984518,,,,,0.0562729030078252
4,300,128,20,106,0,tardos,0.25,0,0.5,1.0,0.5,0.5396578129721864,0.0135524563689708,0.0045285663362117,,,0.0250900243268713,,,,
4,300,128,20,106,0,tardos,0.25,1,0.5,1.0,0.5,0.5396911731391559,0.0136239424410484,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,,,,
4,300,128,20,106,0,tardos,0.25,2,0.5,1.0,0.5,0.5397318976965017,0.0137112093496463,,,,,,,,
4,300,128,20,106,0,tardos,0.25,0,0.6,0.9921875,0.4375,0.6061345057193789,0.0153362642984474,0.0045285663362117,,,0.0250900243268713,,,,
4,300,128,20,106,0,tardos,0.25,1,0.6,1.0,0.4375,0.6061678658863485,0.0154196647158712,0.0045285663362117,0.002174494696315,0.0095859728984518,0.0250900243268713,,,,
4,300,128,20,106,0,tardos,0.25,2,0.6,1.0,0.4375,0.6063431536652666,0.0158578841631665,,,,,,,,
4,300,128,20,106,0,tardos,0.25,0,0.7,1.0,0.375,0.6678837192368839,0.003651157710652,0.0045285663362117,,,0.0250900243268713,,,,
4,300,128,20,106,0,tardos,0.25,1,0.7,0.9921875,0.375,0.6726032774586197,0.0178098323758589,0.0045285663362117,0.002174494696315,0.0095859728984518,,,,,
4,300,128,20,106,0,tardos,0.25,2,0.7,1.0,0.375,0.6729312186855352,0.0187936560566054,,,,,,,,
4,300,128,20,106,0,tardos,0.25,0,0.8,0.8671875,0.25,0.8007045230949359,0.0035226154746792,,,,,,,,
4,300,128,20,106,0,tardos,0.25,1,0.8,0.9765625,0.25,0.8054732517137413,0.0273662585687066,0.0045285663362117,,,,,,,
4,300,128,20,106,0,tardos,0.25,2,0.8,1.0,0.25,0.8058627423737437,0.0293137118687182,,,,,,,,
4,300,128,20,106,0,tardos,0.25,0,0.9,0.4453125,0.125,0.9336078575170272,0.0041178627554063,,,,,,,,
4,300,128,20,106,0,tardos,0.25,1,0.9,0.7890625,0.125,0.9382507864824948,0.073761797237424,,,,,,,,
4,300,128,20,106,0,tardos,0.25,2,0.9,0.9921875,0.125,0.9339373160435732,0.0090597406535964,,,,,,,,
4,300,128,20,107,0,tardos,0.25,0,0.1,1.0,0.875,0.1404607033529074,0.0082238884841239,0.0048807366549444,0.0028705968150725,0.0103062614788637,0.0231194319541253,0.0002441700580342,0.0394276994063719,0.0054215898332918,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,1,0.1,1.0,0.875,0.1384494610701643,0.005903224311728,0.0048807366549444,0.0028705968150725,0.0103062614788637,0.0231194319541253,0.0002441700580342,,0.0054215898332918,
4,300,128,20,107,0,tardos,0.25,2,0.1,1.0,0.875,0.1425660747417509,0.0106531631635588,0.0048807366549444,0.0028705968150725,0.0103062614788637,0.0231194319541253,,0.0394276994063719,0.0054215898332918,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,0,0.2,1.0,0.8125,0.2067998219394311,0.0084997774242888,,,0.0103062614788637,0.0231194319541253,0.0002441700580342,,0.0054215898332918,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,1,0.2,1.0,0.8125,0.204788579656688,0.0059857245708599,,,0.0103062614788637,0.0231194319541253,0.0002441700580342,,0.0054215898332918,
4,300,128,20,107,0,tardos,0.25,2,0.2,1.0,0.8125,0.2045753149765565,0.0057191437206956,0.0048807366549444,0.0028705968150725,0.0103062614788637,0.0231194319541253,,0.0394276994063719,0.0054215898332918,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,0,0.3,1.0,0.75,0.2733378162195211,0.0090970221175287,,,0.0103062614788637,0.0231194319541253,0.0002441700580342,,,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,1,0.3,1.0,0.75,0.2713002950702672,0.006318584186728,,,0.0103062614788637,0.0231194319541253,0.0002441700580342,,0.0054215898332918,
4,300,128,20,107,0,tardos,0.25,2,0.3,1.0,0.75,0.2710711363311656,0.0060060949970439,0.0048807366549444,0.0028705968150725,0.0103062614788637,0.0231194319541253,,0.0394276994063719,0.0054215898332918,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,0,0.4,1.0,0.625,0.4064539768678354,0.0107566281130591,,,0.0103062614788637,,,,,0.0482585739223091
4,300,128,20,107,0,tardos,0.25,1,0.4,1.0,0.625,0.404568583565006,0.0076143059416766,,,0.0103062614788637,0.0231194319541253,,,,
4,300,128,20,107,0,tardos,0.25,2,0.4,1.0,0.625,0.4036986315730889,0.0061643859551482,,0.0028705968150725,,,,0.0394276994063719,0.0054215898332918,
4,300,128,20,107,0,tardos,0.25,0,0.5,1.0,0.5,0.5394166597127455,0.0130356993844546,,,,,,,,
4,300,128,20,107,0,tardos,0.25,1,0.5,1.0,0.5,0.5353458933446159,0.0043126285956055,,,0.0103062614788637,,,,,
4,300,128,20,107,0,tardos,0.25,2,0.5,0.9921875,0.5,0.5368066299684767,0.0074427785038788,,0.0028705968150725,,,,,,
4,300,128,20,107,0,tardos,0.25,0,0.6,1.0,0.4375,0.6060525484630048,0.015131371157512,,,,,,,,
4,300,128,20,107,0,tardos,0.25,1,0.6,1.0,0.4375,0.6014205365853674,0.0035513414634186,,,0.0103062614788637,,,,,
4,300,128,20,107,0,tardos,0.25,2,0.6,0.984375,0.4375,0.6030888937562277,0.0077222343905691,,0.0028705968150725,,,,,,
4,300,128,20,107,0,tardos,0.25,0,0.7,1.0,0.375,0.6726225525783026,0.0178676577349081,,,,,,,,
4,300,128,20,107,0,tardos,0.25,1,0.7,1.0,0.375,0.6680564253356267,0.0041692760068803,,,,,,,,
4,300,128,20,107,0,tardos,0.25,2,0.7,0.9921875,0.375,0.6697359674700277,0.0092079024100834,,0.0028705968150725,,,,,,
4,300,128,20,107,0,tardos,0.25,0,0.8,1.0,0.25,0.805630089346491,0.028150446732455,,,,,,,,
4,300,128,20,107,0,tardos,0.25,1,0.8,0.9921875,0.25,0.8008937147542073,0.0044685737710364,,,,,,,,
4,300,128,20,107,0,tardos,0.25,2,0.8,0.9765625,0.25,0.8006800790653829,0.0034003953269141,,,,,,,,
4,300,128,20,107,0,tardos,0.25,0,0.9,0.984375,0.125,0.9339253567592484,0.0088803513887269,,,,,,,,
4,300,128,20,107,0,tardos,0.25,1,0.9,1.0,0.125,0.9337177362122492,0.0057660431837373,,,,,,,,
4,300,128,20,107,0,tardos,0.25,2,0.9,0.390625,0.125,0.9336608814134764,0.0049132212021445,,,,,,,,
4,300,128,20,108,0,tardos,0.25,0,0.1,1.0,0.875,0.1428943354928188,0.011031925568637,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,0.0053599334652086,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,1,0.1,1.0,0.875,0.1434502294607894,0.0116733416855261,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,2,0.1,1.0,0.875,0.1433287644680677,0.0115331897708473,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,0,0.2,1.0,0.8125,0.2049281529609722,0.0061601912012152,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,0.0053599334652086,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,1,0.2,1.0,0.8125,0.2099478997678392,0.012434874709799,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,2,0.2,1.0,0.8125,0.2098412964967516,0.0123016206209395,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,0,0.3,1.0,0.75,0.2714258232680221,0.0064897590018482,0.0049939066901632,0.0033262626018558,0.010766476202063,0.031784597323421,,0.048700889219417,0.0053599334652086,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,1,0.3,1.0,0.75,0.2763530279103596,0.0132086744232176,0.0049939066901632,0.0033262626018558,0.010766476202063,,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,2,0.3,1.0,0.75,0.2764648700197989,0.0133611863906349,0.0049939066901632,,,0.031784597323421,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,0,0.4,1.0,0.625,0.4040971290526978,0.0068285484211629,,0.0033262626018558,,,,0.048700889219417,0.0053599334652086,
4,300,128,20,108,0,tardos,0.25,1,0.4,1.0,0.625,0.4089261928743095,0.0148769881238491,0.0049939066901632,0.0033262626018558,0.010766476202063,,,0.048700889219417,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,2,0.4,1.0,0.625,0.4047151136179184,0.0078585226965307,,,,0.031784597323421,,,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,0,0.5,1.0,0.5,0.5371887196868481,0.0082615421861032,,0.0033262626018558,,,,,,
4,300,128,20,108,0,tardos,0.25,1,0.5,1.0,0.5,0.5414462334056741,0.0173847858693015,,,0.010766476202063,,,,,0.0498349355574718
4,300,128,20,108,0,tardos,0.25,2,0.5,1.0,0.5,0.537899560572092,0.0097847726544829,,,,0.031784597323421,,,,
4,300,128,20,108,0,tardos,0.25,0,0.6,0.9921875,0.4375,0.6034344422656075,0.0085861056640188,,0.0033262626018558,,,,,,
4,300,128,20,108,0,tardos,0.25,1,0.6,1.0,0.4375,0.6078139247889512,0.0195348119723782,,,,,,,,
4,300,128,20,108,0,tardos,0.25,2,0.6,1.0,0.4375,0.6043046887146123,0.0107617217865309,,,,,,,,
4,300,128,20,108,0,tardos,0.25,0,0.7,1.0,0.375,0.6700509691688442,0.0101529075065324,,0.0033262626018558,,,,,,
4,300,128,20,108,0,tardos,0.25,1,0.7,0.9765625,0.375,0.6740596473677106,0.0221789421031319,,,,,,,,
4,300,128,20,108,0,tardos,0.25,2,0.7,0.9921875,0.375,0.6684960597215505,0.0054881791646516,,,,,,,,
4,300,128,20,108,0,tardos,0.25,0,0.8,0.9921875,0.25,0.8008659136988298,0.0043295684941483,,,,,,,,
4,300,128,20,108,0,tardos,0.25,1,0.8,0.9296875,0.25,0.8026197438156124,0.0130987190780621,,,,,,,,
4,300,128,20,108,0,tardos,0.25,2,0.8,0.9453125,0.25,0.8008024152355759,0.0040120761778797,,,,,,,,
4,300,128,20,108,0,tardos,0.25,0,0.9,0.4921875,0.125,0.933783573870034,0.0067536080505085,,,,,,,,
4,300,128,20,108,0,tardos,0.25,1,0.9,0.6015625,0.125,0.9333764264769526,0.0006463971542897,,,,,,,,
4,300,128,20,108,0,tardos,0.25,2,0.9,0.7265625,0.125,0.9334737210202516,0.0021058153037745,,,,,,,,
4,300,128,20,109,0,tardos,0.25,0,0.1,1.0,0.875,0.1439783525537472,0.0122827144850929,0.0038295578034912,0.0034563832168674,0.0102071873962093,0.0274707156073072,,0.0622836924190034,,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,1,0.1,1.0,0.875,0.1362888770757356,0.003410242779695,0.0038295578034912,0.0034563832168674,0.0102071873962093,0.0274707156073072,4.169665277242564e-05,0.0622836924190034,0.0080960242912088,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,2,0.1,1.0,0.875,0.1414225403507854,0.0093337004047524,0.0038295578034912,0.0034563832168674,0.0102071873962093,0.0274707156073072,4.169665277242564e-05,0.0622836924190034,0.0080960242912088,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,0,0.2,1.0,0.8125,0.2104117563961448,0.013014695495181,0.0038295578034912,0.0034563832168674,0.0102071873962093,0.0274707156073072,,0.0622836924190034,,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,1,0.2,1.0,0.8125,0.202546719062252,0.003183398827815,,,0.0102071873962093,0.0274707156073072,4.169665277242564e-05,,0.0080960242912088,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,2,0.2,1.0,0.8125,0.208070121398256,0.01008765174782,0.0038295578034912,0.0034563832168674,0.0102071873962093,0.0274707156073072,,0.0622836924190034,0.0080960242912088,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,0,0.3,1.0,0.75,0.2770553409836822,0.0141663740686575,0.0038295578034912,,,0.0274707156073072,,0.0622836924190034,,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,1,0.3,1.0,0.75,0.2688337191431506,0.0029550715588417,,,0.0102071873962093,0.0274707156073072,4.169665277242564e-05,,0.0080960242912088,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,2,0.3,1.0,0.75,0.2745526864965258,0.0107536634043533,0.0038295578034912,0.0034563832168674,0.0102071873962093,,,0.0622836924190034,0.0080960242912088,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,0,0.4,1.0,0.625,0.4044681949586284,0.0074469915977139,,,,0.0274707156073072,,,,0.0567400926326797
4,300,128,20,109,0,tardos,0.25,1,0.4,1.0,0.625,0.4017039335681632,0.0028398892802718,,,0.0102071873962093,0.0274707156073072,4.169665277242564e-05,,0.0080960242912088,
4,300,128,20,109,0,tardos,0.25,2,0.4,1.0,0.625,0.4069421070918403,0.0115701784864005,,0.0034563832168674,,,,0.0622836924190034,0.0080960242912088,
4,300,128,20,109,0,tardos,0.25,0,0.5,1.0,0.5,0.537697315167632,0.0093513896449254,,,,0.0274707156073072,,,,
4,300,128,20,109,0,tardos,0.25,1,0.5,1.0,0.5,0.5348040040772275,0.0031514373083445,,,0.0102071873962093,0.0274707156073072,,,,
4,300,128,20,109,0,tardos,0.25,2,0.5,1.0,0.5,0.540144288962597,0.0145949049198506,,0.0034563832168674,,,,0.0622836924190034,,
4,300,128,20,109,0,tardos,0.25,0,0.6,1.0,0.4375,0.6041798802659016,0.010449700664754,,,,,,,,
4,300,128,20,109,0,tardos,0.25,1,0.6,1.0,0.4375,0.6014515851246981,0.0036289628117452,,,0.0102071873962093,0.0274707156073072,,,,
4,300,128,20,109,0,tardos,0.25,2,0.6,1.0,0.4375,0.6012993009510268,0.003248252377567,,0.0034563832168674,,,,0.0622836924190034,,
4,300,128,20,109,0,tardos,0.25,0,0.7,1.0,0.375,0.6684993888562173,0.0054981665686517,,,,,,,,
4,300,128,20,109,0,tardos,0.25,1,0.7,1.0,0.375,0.6679489145147884,0.0038467435443653,,,0.0102071873962093,0.0274707156073072,,,,
4,300,128,20,109,0,tardos,0.25,2,0.7,1.0,0.375,0.6679428855385641,0.0038286566156924,,,,,,0.0622836924190034,,
4,300,128,20,109,0,tardos,0.25,0,0.8,0.953125,0.25,0.8008215926368492,0.0041079631842459,,,,,,,,
4,300,128,20,109,0,tardos,0.25,1,0.8,0.9921875,0.25,0.8011280143064158,0.0056400715320786,,,,0.0274707156073072,,,,
4,300,128,20,109,0,tardos,0.25,2,0.8,0.90625,0.25,0.8008736187710521,0.0043680938552607,,,,,,0.0622836924190034,,
4,300,128,20,109,0,tardos,0.25,0,0.9,0.6875,0.125,0.93346448479591,0.0019672719386504,,,,,,,,
4,300,128,20,109,0,tardos,0.25,1,0.9,0.859375,0.125,0.9335174349017304,0.002761523525954,,,,,,,,
4,300,128,20,109,0,tardos,0.25,2,0.9,0.4140625,0.125,0.9337421580134836,0.0061323702022551,,,,,,,,
4,450,128,20,101,0,tardos,0.25,0,0.1,1.0,0.875,0.144694928731568,0.0131095331518092,0.0095140190229877,0.0008070298953681,0.0109203882724346,0.0288654971661013,0.0053969759788255,0.0536083592329301,,0.0557147974546783
4,450,128,20,101,0,tardos,0.25,1,0.1,1.0,0.875,0.1449633694663362,0.0134192724611571,0.0095140190229877,0.0008070298953681,0.0109203882724346,0.0288654971661013,0.0053969759788255,,0.0076811475525356,
4,450,128,20,101,0,tardos,0.25,2,0.1,1.0,0.875,0.1444680200431683,0.0128477154344249,0.0095140190229877,0.0008070298953681,0.0109203882724346,0.0288654971661013,0.0053969759788255,0.0536083592329301,,0.0557147974546783
4,450,128,20,101,0,tardos,0.25,0,0.2,1.0,0.8125,0.2068569062758584,0.008571132844823,0.0095140190229877,0.0008070298953681,0.0109203882724346,0.0288654971661013,0.0053969759788255,0.0536083592329301,,0.0557147974546783
4,450,128,20,101,0,tardos,0.25,1,0.2,1.0,0.8125,0.211324479174478,0.0141555989680975,,0.0008070298953681,,,0.0053969759788255,,0.0076811475525356,
4,450,128,20,101,0,tardos,0.25,2,0.2,1.0,0.8125,0.2109281151104872,0.013660143888109,0.0095140190229877,0.0008070298953681,0.0109203882724346,0.0288654971661013,0.0053969759788255,0.0536083592329301,,0.0557147974546783
4,450,128,20,101,0,tardos,0.25,0,0.3,1.0,0.75,0.2732180159840002,0.0089336581600003,,0.0008070298953681,,,0.0053969759788255,0.0536083592329301,,
4,450,128,20,101,0,tardos,0.25,1,0.3,1.0,0.75,0.2779742197793385,0.0154193906081888,,,,,0.0053969759788255,,0.0076811475525356,
4,450,128,20,101,0,tardos,0.25,2,0.3,1.0,0.75,0.2775778557153476,0.0148788941572923,0.0095140190229877,,,0.0288654971661013,0.0053969759788255,0.0536083592329301,,0.0557147974546783
4,450,128,20,101,0,tardos,0.25,0,0.4,1.0,0.625,0.405823487817342,0.0097058130289033,,0.0008070298953681,,,,0.0536083592329301,,
4,450,128,20,101,0,tardos,0.25,1,0.4,1.0,0.625,0.4105796916126802,0.0176328193544671,,,,,,,0.0076811475525356,
4,450,128,20,101,0,tardos,0.25,2,0.4,1.0,0.625,0.4105226494871897,0.0175377491453161,0.0095140190229877,,,0.0288654971661013,,0.0536083592329301,,0.0557147974546783
4,450,128,20,101,0,tardos,0.25,0,0.5,1.0,0.5,0.5389086399944735,0.0119470857024433,,,,,,0.0536083592329301,,
4,450,128,20,101,0,tardos,0.25,1,0.5,1.0,0.5,0.5393630388303156,0.0129207974935334,,,,,,,,
4,450,128,20,101,0,tardos,0.25,2,0.5,0.9921875,0.5,0.5433191707676026,0.0213982230734342,,,,,,0.0536083592329301,,
4,450,128,20,101,0,tardos,0.25,0,0.6,1.0,0.4375,0.6054984074139764,0.0137460185349408,,,,,,,,
4,450,128,20,101,0,tardos,0.25,1,0.6,1.0,0.4375,0.6041313122338836,0.0103282805847089,,,,,,,,
4,450,128,20,101,0,tardos,0.25,2,0.6,0.984375,0.4375,0.6096280731182989,0.0240701827957471,,,,,,0.0536083592329301,,
4,450,128,20,101,0,tardos,0.25,0,0.7,1.0,0.375,0.6718073097646725,0.0154219292940176,,,,,,,,
4,450,128,20,101,0,tardos,0.25,1,0.7,1.0,0.375,0.6680880359157252,0.0042641077471754,,,,,,,,
4,450,128,20,101,0,tardos,0.25,2,0.7,0.9375,0.375,0.6735847968001404,0.0207543904004213,,,,,,0.0536083592329301,,
4,450,128,20,101,0,tardos,0.25,0,0.8,1.0,0.25,0.8031969528415854,0.0159847642079271,,,,,,,,
4,450,128,20,101,0,tardos,0.25,1,0.8,0.9921875,0.25,0.8009096758972504,0.0045483794862516,,,,,,,,
4,450,128,20,101,0,tardos,0.25,2,0.8,0.75,0.25,0.8064483793787967,0.0322418968939835,,,,,,,,
4,450,128,20,101,0,tardos,0.25,0,0.9,0.859375,0.125,0.933613771590746,0.0042065738611892,,,,,,,,
4,450,128,20,101,0,tardos,0.25,1,0.9,0.984375,0.125,0.9336910976493036,0.0053664647395568,,,,,,,,
4,450,128,20,101,0,tardos,0.25,2,0.9,0.40625,0.125,0.933378630326655,0.0006794548998263,,,,,,,,
4,450,128,20,102,0,tardos,0.25,0,0.1,1.0,0.875,0.1450291448009485,0.0134951670780174,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,0.0044361696133123,0.0487551699927989,,0.0541338275488914
4,450,128,20,102,0,tardos,0.25,1,0.1,1.0,0.875,0.1452290469797111,0.0137258234381282,,0.0026796755514019,,,0.0044361696133123,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.1,1.0,0.875,0.1455463949161459,0.0140919941340145,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,0.0044361696133123,,0.0042932593979534,
4,450,128,20,102,0,tardos,0.25,0,0.2,1.0,0.8125,0.2115337744150141,0.0144172180187676,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,0.0044361696133123,0.0487551699927989,,0.0541338275488914
4,450,128,20,102,0,tardos,0.25,1,0.2,1.0,0.8125,0.2092945586611498,0.0116181983264372,,0.0026796755514019,,,0.0044361696133123,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.2,1.0,0.8125,0.2121697215390585,0.0152121519238231,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.3,1.0,0.75,0.2781804370836723,0.0157005960231894,0.0100648447945504,,,0.032679985556608,0.0044361696133123,0.0487551699927989,,0.0541338275488914
4,450,128,20,102,0,tardos,0.25,1,0.3,1.0,0.75,0.2757991882752154,0.012453438557112,,0.0026796755514019,,,0.0044361696133123,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.3,1.0,0.75,0.2762352332204971,0.0130480453006779,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.4,1.0,0.625,0.4112125415916789,0.0186875693194648,0.0100648447945504,,,0.032679985556608,,0.0487551699927989,,0.0541338275488914
4,450,128,20,102,0,tardos,0.25,1,0.4,1.0,0.625,0.4080881839570832,0.0134803065951385,,0.0026796755514019,,,0.0044361696133123,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.4,1.0,0.625,0.4092673377285038,0.0154455628808397,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.5,1.0,0.5,0.5439074478773047,0.0226588168799388,,,,,,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,1,0.5,1.0,0.5,0.5413227998380533,0.0171202853672572,,,,,,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.5,1.0,0.5,0.5370809176314466,0.0080305377816715,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.6,0.984375,0.4375,0.6101553689345836,0.0253884223364589,,,,,,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,1,0.6,1.0,0.4375,0.6077767293203277,0.0194418233008191,,,,,,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.6,1.0,0.4375,0.6031219922560356,0.007804980640089,0.0100648447945504,0.0026796755514019,0.0106788906009704,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.7,0.9375,0.375,0.6742208806160223,0.0226626418480666,,,,,,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,1,0.7,1.0,0.375,0.6744000559432403,0.0232001678297207,,,,,,0.0487551699927989,,
4,450,128,20,102,0,tardos,0.25,2,0.7,1.0,0.375,0.6697686549246937,0.0093059647740812,0.0100648447945504,,,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.8,0.734375,0.25,0.8070535799812718,0.0352678999063592,,,,,,,,
4,450,128,20,102,0,tardos,0.25,1,0.8,0.890625,0.25,0.8072327553084899,0.0361637765424493,,,,,,,,
4,450,128,20,102,0,tardos,0.25,2,0.8,1.0,0.25,0.8010284356806026,0.0051421784030124,,,,0.032679985556608,,,,
4,450,128,20,102,0,tardos,0.25,0,0.9,0.40625,0.125,0.9333766733770876,0.000650100656311,,,,,,,,
4,450,128,20,102,0,tardos,0.25,1,0.9,0.6796875,0.125,0.9352425654498484,0.0286384817477281,,,,,,,,
4,450,128,20,102,0,tardos,0.25,2,0.9,0.7421875,0.125,0.9337590231966484,0.0063853479497263,,,,,,,,
4,450,128,20,103,0,tardos,0.25,0,0.1,1.0,0.875,0.1451984204923825,0.0136904851835183,0.0076969572321678,0.0040985229298829,0.0078895421874486,0.0317240031817998,0.0027430771194718,,0.0068769862935756,
