gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,experiment_no,attack_strength,detection_confidence,accuracy,hellinger_distance,hellinger_distance_remaining,marital-status_relationship,marital-status_sex,relationship_sex,income_relationship,education_education-num,age_marital-status,education-num_occupation,age_relationship
16,450,128,20,107,0,tardos,0.0625,1,0.7,0.9375,0.375,0.6671155474736502,0.0013466424209507,,,,,,,,
16,450,128,20,107,0,tardos,0.0625,2,0.7,0.875,0.375,0.6682813678605755,0.004844103581726,,0.0003043998708803,,,,,,
16,450,128,20,107,0,tardos,0.0625,0,0.8,0.859375,0.25,0.8015672889994714,0.007836444997357,,,,,,,,
16,450,128,20,107,0,tardos,0.0625,1,0.8,0.8515625,0.25,0.8002499456547711,0.0012497282738555,,,,,,,,
16,450,128,20,107,0,tardos,0.0625,2,0.8,0.8046875,0.25,0.8008440798012048,0.0042203990060234,,,,,,,,
16,450,128,20,107,0,tardos,0.0625,0,0.9,0.6875,0.125,0.9334935283226204,0.0024029248393062,,,,,,,,
16,450,128,20,107,0,tardos,0.0625,1,0.9,0.625,0.125,0.933446038960454,0.0016905844068069,,,,,,,,
16,450,128,20,107,0,tardos,0.0625,2,0.9,0.453125,0.125,0.9340538358751376,0.0108075381270646,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,0,0.1,0.9921875,0.875,0.136843506760571,0.0040502001083512,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,0.0018089670512614,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,1,0.1,1.0,0.875,0.1370686994580041,0.0043100378361586,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,2,0.1,1.0,0.875,0.1370404396786842,0.0042774303984817,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,0,0.2,1.0,0.8125,0.2018662880138428,0.0023328600173035,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,0.0018089670512614,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,1,0.2,1.0,0.8125,0.2036857962447041,0.0046072453058802,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,2,0.2,0.9921875,0.8125,0.2036558465240114,0.0045698081550142,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,0,0.3,1.0,0.75,0.2684833848005428,0.0024773429098311,0.0033603936725058,0.0023250707804722,0.0022458345307104,0.0063111766538473,,0.0121626527222589,0.0018089670512614,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,1,0.3,1.0,0.75,0.2703067790555668,0.0049637896212275,0.0033603936725058,0.0023250707804722,0.0022458345307104,,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,2,0.3,0.9765625,0.75,0.2703163587653522,0.0049768528618439,0.0033603936725058,,,0.0063111766538473,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,0,0.4,0.9453125,0.625,0.4016427740778899,0.0027379567964832,,0.0023250707804722,,,,0.0121626527222589,0.0018089670512614,
16,450,128,20,108,0,tardos,0.0625,1,0.4,0.96875,0.625,0.403353261892793,0.0055887698213217,0.0033603936725058,0.0023250707804722,0.0022458345307104,,,0.0121626527222589,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,2,0.4,0.9765625,0.625,0.4014474138894654,0.0024123564824423,,,,0.0063111766538473,,,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,0,0.5,0.9375,0.5,0.5349138067102142,0.0033867286647445,,0.0023250707804722,,,,,,
16,450,128,20,108,0,tardos,0.0625,1,0.5,0.953125,0.5,0.5360351681672405,0.0057896460726584,,,0.0022458345307104,,,,,0.0113460836758662
16,450,128,20,108,0,tardos,0.0625,2,0.5,0.9765625,0.5,0.5347287131876179,0.0029900996877527,,,,0.0063111766538473,,,,
16,450,128,20,108,0,tardos,0.0625,0,0.6,0.875,0.4375,0.6014614437554664,0.003653609388666,,0.0023250707804722,,,,,,
16,450,128,20,108,0,tardos,0.0625,1,0.6,0.890625,0.4375,0.6026209250409816,0.0065523126024541,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,2,0.6,0.96875,0.4375,0.6013496959984806,0.0033742399962014,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,0,0.7,0.8671875,0.375,0.6681177124447986,0.0043531373343955,,0.0023250707804722,,,,,,
16,450,128,20,108,0,tardos,0.0625,1,0.7,0.828125,0.375,0.669168562086234,0.0075056862587018,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,2,0.7,0.9609375,0.375,0.66722680778531,0.0016804233559297,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,0,0.8,0.8125,0.25,0.8006553364729687,0.0032766823648432,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,1,0.8,0.703125,0.25,0.8008264332396974,0.0041321661984868,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,2,0.8,0.7109375,0.25,0.8002055208224611,0.001027604112306,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,0,0.9,0.421875,0.125,0.9338917261291584,0.0083758919373777,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,1,0.9,0.3515625,0.125,0.9333394877586592,9.231637988794348e-05,,,,,,,,
16,450,128,20,108,0,tardos,0.0625,2,0.9,0.3515625,0.125,0.9333649100998084,0.0004736514971248,,,,,,,,
16,450,128,20,109,0,tardos,0.0625,0,0.1,1.0,0.875,0.1366871235095947,0.0038697578956862,0.0021244220648592,0.0016291312785988,0.003335650506202,0.0063520612377522,,0.0173800211151008,,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,1,0.1,1.0,0.875,0.1348188817673535,0.0017140943469464,0.0021244220648592,0.0016291312785988,0.003335650506202,0.0063520612377522,0.0028790059499488,0.0173800211151008,0.0017924028713735,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,2,0.1,1.0,0.875,0.1360538883449049,0.0031391019364287,0.0021244220648592,0.0016291312785988,0.003335650506202,0.0063520612377522,0.0028790059499488,0.0173800211151008,0.0017924028713735,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,0,0.2,1.0,0.8125,0.203286839707411,0.0041085496342637,0.0021244220648592,0.0016291312785988,0.003335650506202,0.0063520612377522,,0.0173800211151008,,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,1,0.2,1.0,0.8125,0.2007647028725319,0.0009558785906649,,,0.003335650506202,0.0063520612377522,0.0028790059499488,,0.0017924028713735,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,2,0.2,1.0,0.8125,0.2026789322999279,0.0033486653749098,0.0021244220648592,0.0016291312785988,0.003335650506202,0.0063520612377522,,0.0173800211151008,0.0017924028713735,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,0,0.3,1.0,0.75,0.2699304242949483,0.0044505785840204,0.0021244220648592,,,0.0063520612377522,,0.0173800211151008,,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,1,0.3,1.0,0.75,0.2673358695377233,0.0009125493696227,,,0.003335650506202,0.0063520612377522,0.0028790059499488,,0.0017924028713735,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,2,0.3,1.0,0.75,0.2693151371134751,0.0036115506092843,0.0021244220648592,0.0016291312785988,0.003335650506202,,,0.0173800211151008,0.0017924028713735,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,0,0.4,0.9921875,0.625,0.4011925660984794,0.0019876101641324,,,,0.0063520612377522,,,,0.0169231897261169
16,450,128,20,109,0,tardos,0.0625,1,0.4,0.984375,0.625,0.4005124376867193,0.0008540628111988,,,0.003335650506202,0.0063520612377522,0.0028790059499488,,0.0017924028713735,
16,450,128,20,109,0,tardos,0.0625,2,0.4,0.96875,0.625,0.4024265162522648,0.0040441937537745,,0.0016291312785988,,,,0.0173800211151008,0.0017924028713735,
16,450,128,20,109,0,tardos,0.0625,0,0.5,0.9765625,0.5,0.5344428509265943,0.002377537699845,,,,0.0063520612377522,,,,
16,450,128,20,109,0,tardos,0.0625,1,0.5,0.9453125,0.5,0.5337675057758703,0.000930369519722,,,0.003335650506202,0.0063520612377522,,,,
16,450,128,20,109,0,tardos,0.0625,2,0.5,0.953125,0.5,0.5356906878080279,0.0050514738743455,,0.0016291312785988,,,,0.0173800211151008,,
16,450,128,20,109,0,tardos,0.0625,0,0.6,0.953125,0.4375,0.6010790557401416,0.0026976393503539,,,,,,,,
16,450,128,20,109,0,tardos,0.0625,1,0.6,0.96875,0.4375,0.6003925497308933,0.0009813743272332,,,0.003335650506202,0.0063520612377522,,,,
16,450,128,20,109,0,tardos,0.0625,2,0.6,0.9609375,0.4375,0.6010070085063807,0.0025175212659515,,0.0016291312785988,,,,0.0173800211151008,,
16,450,128,20,109,0,tardos,0.0625,0,0.7,0.9140625,0.375,0.6671573072556866,0.0014719217670594,,,,,,,,
16,450,128,20,109,0,tardos,0.0625,1,0.7,0.9453125,0.375,0.6670000117956973,0.001000035387092,,,0.003335650506202,0.0063520612377522,,,,
16,450,128,20,109,0,tardos,0.0625,2,0.7,0.96875,0.375,0.6676505930939178,0.0029517792817537,,,,,,0.0173800211151008,,
16,450,128,20,109,0,tardos,0.0625,0,0.8,0.75,0.25,0.8002499924051525,0.0012499620257622,,,,,,,,
16,450,128,20,109,0,tardos,0.0625,1,0.8,0.78125,0.25,0.8002524160476632,0.0012620802383159,,,,0.0063520612377522,,,,
16,450,128,20,109,0,tardos,0.0625,2,0.8,0.796875,0.25,0.8008577713565382,0.0042888567826914,,,,,,0.0173800211151008,,
16,450,128,20,109,0,tardos,0.0625,0,0.9,0.3515625,0.125,0.9333911803355714,0.0008677050335721,,,,,,,,
16,450,128,20,109,0,tardos,0.0625,1,0.9,0.484375,0.125,0.9333637951864528,0.0004569277967913,,,,,,,,
16,450,128,20,109,0,tardos,0.0625,2,0.9,0.4765625,0.125,0.9340541788948216,0.0108126834223237,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,0,0.1,0.9765625,0.875,0.1352671392613864,0.0022313145323689,0.0012029793336204,0.0004681860177048,0.001423316847278,0.0066458099375587,4.169665277242564e-05,0.0062014068168716,,0.0074743197452522
32,300,128,20,101,0,tardos,0.03125,1,0.1,0.9765625,0.875,0.1352805327873474,0.0022467686007855,0.0012029793336204,0.0004681860177048,0.001423316847278,0.0066458099375587,4.169665277242564e-05,,0.0002377296437582,
32,300,128,20,101,0,tardos,0.03125,2,0.1,0.984375,0.875,0.1351925123623769,0.0021452065719733,0.0012029793336204,0.0004681860177048,0.001423316847278,0.0066458099375587,4.169665277242564e-05,0.0062014068168716,,0.0074743197452522
32,300,128,20,101,0,tardos,0.03125,0,0.2,1.0,0.8125,0.2008711563799692,0.0010889454749615,0.0012029793336204,0.0004681860177048,0.001423316847278,0.0066458099375587,4.169665277242564e-05,0.0062014068168716,,0.0074743197452522
32,300,128,20,101,0,tardos,0.03125,1,0.2,0.953125,0.8125,0.2019110703636364,0.0023888379545454,,0.0004681860177048,,,4.169665277242564e-05,,0.0002377296437582,
32,300,128,20,101,0,tardos,0.03125,2,0.2,0.9765625,0.8125,0.2018102860325131,0.0022628575406413,0.0012029793336204,0.0004681860177048,0.001423316847278,0.0066458099375587,4.169665277242564e-05,0.0062014068168716,,0.0074743197452522
32,300,128,20,101,0,tardos,0.03125,0,0.3,0.953125,0.75,0.2675016939562581,0.0011386735767156,,0.0004681860177048,,,4.169665277242564e-05,0.0062014068168716,,
32,300,128,20,101,0,tardos,0.03125,1,0.3,0.90625,0.75,0.268574659889908,0.0026018089407835,,,,,4.169665277242564e-05,,0.0002377296437582,
32,300,128,20,101,0,tardos,0.03125,2,0.3,0.9609375,0.75,0.2684738755587846,0.002464375761979,0.0012029793336204,,,0.0066458099375587,4.169665277242564e-05,0.0062014068168716,,0.0074743197452522
32,300,128,20,101,0,tardos,0.03125,0,0.4,0.921875,0.625,0.4006840889340829,0.0011401482234715,,0.0004681860177048,,,,0.0062014068168716,,
32,300,128,20,101,0,tardos,0.03125,1,0.4,0.8828125,0.625,0.4017570548677327,0.0029284247795545,,,,,,,0.0002377296437582,
32,300,128,20,101,0,tardos,0.03125,2,0.4,0.875,0.625,0.4017434288689981,0.0029057147816635,0.0012029793336204,,,0.0066458099375587,,0.0062014068168716,,0.0074743197452522
32,300,128,20,101,0,tardos,0.03125,0,0.5,0.8515625,0.5,0.5339906505159119,0.001408536819811,,,,,,0.0062014068168716,,
32,300,128,20,101,0,tardos,0.03125,1,0.5,0.8515625,0.5,0.5340277386529823,0.0014880113992477,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.5,0.71875,0.5,0.5350169385008443,0.0036077253589521,,,,,,0.0062014068168716,,
32,300,128,20,101,0,tardos,0.03125,0,0.6,0.7890625,0.4375,0.6006278382966052,0.001569595741513,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.6,0.90625,0.4375,0.6006744463495629,0.0016861158739073,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.6,0.609375,0.4375,0.6016321630149759,0.0040804075374398,,,,,,0.0062014068168716,,
32,300,128,20,101,0,tardos,0.03125,0,0.7,0.703125,0.375,0.6672430628107369,0.0017291884322105,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.7,0.84375,0.375,0.6668782632426997,0.0006347897280991,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.7,0.515625,0.375,0.6678359799081127,0.0035079397243382,,,,,,0.0062014068168716,,
32,300,128,20,101,0,tardos,0.03125,0,0.8,0.7109375,0.25,0.8005564371739842,0.0027821858699209,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.8,0.6640625,0.25,0.8001432075609999,0.0007160378049994,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.8,0.328125,0.25,0.8010826085181698,0.0054130425908488,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,0,0.9,0.265625,0.125,0.9333780277372572,0.0006704160588571,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,1,0.9,0.4296875,0.125,0.9333847754858684,0.0007716322880257,,,,,,,,
32,300,128,20,101,0,tardos,0.03125,2,0.9,0.2265625,0.125,0.9333333333333332,0.0,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.1,0.9921875,0.875,0.1350311650857065,0.0019590366373536,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,0.0,0.0054614151771844,,0.0090153492999097
32,300,128,20,102,0,tardos,0.03125,1,0.1,0.9609375,0.875,0.1351054475052154,0.0020447471214024,,2.9148304769997128e-05,,,0.0,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.1,0.9765625,0.875,0.1351067995531027,0.0020463071766569,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,0.0,,0.0020823703177137,
32,300,128,20,102,0,tardos,0.03125,0,0.2,0.984375,0.8125,0.2016361950779185,0.0020452438473981,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,0.0,0.0054614151771844,,0.0090153492999097
32,300,128,20,102,0,tardos,0.03125,1,0.2,0.953125,0.8125,0.2013654690491222,0.0017068363114027,,2.9148304769997128e-05,,,0.0,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.2,0.9765625,0.8125,0.2017734662197693,0.0022168327747116,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.3,0.96875,0.75,0.2683013231924503,0.002229077080614,0.001030117533729,,,0.0052908157490233,0.0,0.0054614151771844,,0.0090153492999097
32,300,128,20,102,0,tardos,0.03125,1,0.3,0.9453125,0.75,0.2679704990413343,0.0017779532381831,,2.9148304769997128e-05,,,0.0,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.3,0.9609375,0.75,0.2680334877636761,0.0018638469504673,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.4,0.8984375,0.625,0.4015840491473336,0.0026400819122227,0.001030117533729,,,0.0052908157490233,,0.0054614151771844,,0.0090153492999097
32,300,128,20,102,0,tardos,0.03125,1,0.4,0.875,0.625,0.401108058238361,0.0018467637306016,,2.9148304769997128e-05,,,0.0,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.4,0.953125,0.625,0.4013162137185594,0.0021936895309324,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.5,0.71875,0.5,0.5348204879641578,0.0031867599231953,,,,,,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,1,0.5,0.7890625,0.5,0.5344398530195594,0.0023711136133415,,,,,,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.5,0.9296875,0.5,0.5336917179062901,0.00076796694205,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.6,0.5703125,0.4375,0.6014354790515621,0.0035886976289055,,,,,,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,1,0.6,0.6796875,0.4375,0.6010794413072522,0.0026986032681306,,,,,,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.6,0.8828125,0.4375,0.6002142860159124,0.0005357150397809,0.001030117533729,2.9148304769997128e-05,0.0018561790812229,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.7,0.4453125,0.375,0.6676955005954689,0.0030865017864068,,,,,,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,1,0.7,0.6953125,0.375,0.6677461079739189,0.0032383239217567,,,,,,0.0054614151771844,,
32,300,128,20,102,0,tardos,0.03125,2,0.7,0.8125,0.375,0.666879414130444,0.0006382423913323,0.001030117533729,,,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.8,0.2890625,0.25,0.8009349117421237,0.0046745587106188,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,1,0.8,0.3671875,0.25,0.8009855191205737,0.0049275956028686,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,2,0.8,0.6640625,0.25,0.8001646879518781,0.0008234397593908,,,,0.0052908157490233,,,,
32,300,128,20,102,0,tardos,0.03125,0,0.9,0.15625,0.125,0.9333333333333332,0.0,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,1,0.9,0.1640625,0.125,0.9333620915091166,0.0004313726367493,,,,,,,,
32,300,128,20,102,0,tardos,0.03125,2,0.9,0.2734375,0.125,0.9334031494708688,0.0010472420630302,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.1,0.96875,0.875,0.1348838318341476,0.0017890367317087,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,0.0007690458354514,,4.195584219857322e-05,
32,300,128,20,103,0,tardos,0.03125,1,0.1,0.984375,0.875,0.1341328475081585,0.0009225163555675,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,0.0007690458354514,0.0107133995670011,4.195584219857322e-05,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,2,0.1,0.984375,0.875,0.1348485615189679,0.0017483402141937,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,0.0107133995670011,,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,0,0.2,0.9609375,0.8125,0.2015375608723628,0.0019219510904534,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.2,0.9765625,0.8125,0.2006871574231341,0.0008589467789176,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,0.0007690458354514,0.0107133995670011,4.195584219857322e-05,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,2,0.2,0.9765625,0.8125,0.2014278251907293,0.0017847814884117,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,0.0107133995670011,,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,0,0.3,0.953125,0.75,0.2678992355135084,0.0016807757002387,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.3,0.96875,0.75,0.2673507470938718,0.0009328369461888,0.0001733266960509,,,0.0061694885790349,0.0007690458354514,0.0107133995670011,4.195584219857322e-05,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,2,0.3,0.9765625,0.75,0.268094491857396,0.0019470343509945,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,0.0107133995670011,,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,0,0.4,0.9453125,0.625,0.4011947266783623,0.0019912111306039,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.4,0.8984375,0.625,0.4006462382587257,0.0010770637645429,0.0001733266960509,,,0.0061694885790349,,0.0107133995670011,4.195584219857322e-05,0.010782053766776
32,300,128,20,103,0,tardos,0.03125,2,0.4,0.9140625,0.625,0.4013987916608491,0.0023313194347485,0.0001733266960509,,,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.5,0.9375,0.5,0.5337159123555063,0.0008198121903706,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.5,0.8359375,0.5,0.5338922983060302,0.0011977820843503,,,,0.0061694885790349,,,4.195584219857322e-05,
32,300,128,20,103,0,tardos,0.03125,2,0.5,0.7734375,0.5,0.5346575564455177,0.0028376209546808,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.6,0.859375,0.4375,0.6002702222704819,0.0006755556762046,0.0001733266960509,0.0004353546796231,0.000190409721557,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.6,0.7734375,0.4375,0.6005237581764477,0.0013093954411193,,,,0.0061694885790349,,,4.195584219857322e-05,
32,300,128,20,103,0,tardos,0.03125,2,0.6,0.6953125,0.4375,0.601286380943705,0.0032159523592625,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.7,0.765625,0.375,0.6669338119412196,0.0008014358236586,0.0001733266960509,,,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.7,0.6875,0.375,0.6671547755488435,0.0014643266465304,,,,,,,4.195584219857322e-05,
32,300,128,20,103,0,tardos,0.03125,2,0.7,0.6953125,0.375,0.6678917308582939,0.0036751925748819,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.8,0.6796875,0.25,0.8001619715435699,0.0008098577178498,,,,0.0061694885790349,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.8,0.5,0.25,0.8003617866328778,0.0018089331643887,,,,,,,4.195584219857322e-05,
32,300,128,20,103,0,tardos,0.03125,2,0.8,0.734375,0.25,0.800876215187201,0.0043810759360052,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,0,0.9,0.2265625,0.125,0.9333689826276044,0.0005347394140638,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,1,0.9,0.359375,0.125,0.9336383253588544,0.0045748803828156,,,,,,,,
32,300,128,20,103,0,tardos,0.03125,2,0.9,0.390625,0.125,0.9334456900850244,0.0016853512753664,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,0,0.1,0.9765625,0.875,0.1347397227152171,0.0016227569790967,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,,0.007415200459137,,0.0087364327514191
32,300,128,20,104,0,tardos,0.03125,1,0.1,0.984375,0.875,0.1340539144330721,0.0008314397304678,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,0.0,0.007415200459137,0.0011777821867355,0.0087364327514191
32,300,128,20,104,0,tardos,0.03125,2,0.1,0.953125,0.875,0.1347211944754454,0.0016013782408985,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,0.0,,,
32,300,128,20,104,0,tardos,0.03125,0,0.2,0.9453125,0.8125,0.2013500676491909,0.0016875845614886,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,,0.007415200459137,,0.0087364327514191
32,300,128,20,104,0,tardos,0.03125,1,0.2,0.9765625,0.8125,0.200685587652413,0.0008569845655162,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,0.0,,0.0011777821867355,
32,300,128,20,104,0,tardos,0.03125,2,0.2,0.9609375,0.8125,0.2007020528599671,0.0008775660749588,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,0.0,,,
32,300,128,20,104,0,tardos,0.03125,0,0.3,0.9609375,0.75,0.2680167343158575,0.0018410013398057,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,,0.007415200459137,,0.0087364327514191
32,300,128,20,104,0,tardos,0.03125,1,0.3,0.9765625,0.75,0.2673159318909125,0.0008853616694261,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,0.0,,0.0011777821867355,
32,300,128,20,104,0,tardos,0.03125,2,0.3,0.96875,0.75,0.2670364297969637,0.0005042224504051,0.0008985200332249,0.0011789367426328,0.0010022038796108,0.0040948887207215,0.0,,,
32,300,128,20,104,0,tardos,0.03125,0,0.4,0.875,0.625,0.4013073810798512,0.0021789684664187,0.0008985200332249,,,0.0040948887207215,,,,
32,300,128,20,104,0,tardos,0.03125,1,0.4,0.9140625,0.625,0.4006415721022319,0.0010692868370532,0.0008985200332249,,,0.0040948887207215,,,,
32,300,128,20,104,0,tardos,0.03125,2,0.4,0.9453125,0.625,0.4003097460910205,0.0005162434850341,0.0008985200332249,0.0011789367426328,0.0010022038796108,,0.0,,,
32,300,128,20,104,0,tardos,0.03125,0,0.5,0.796875,0.5,0.5345794304827585,0.0026702081773396,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,1,0.5,0.8046875,0.5,0.5336286974522001,0.0006329231118573,0.0008985200332249,,,0.0040948887207215,,,,
32,300,128,20,104,0,tardos,0.03125,2,0.5,0.8828125,0.5,0.5335389988752629,0.0004407118755632,0.0008985200332249,0.0011789367426328,0.0010022038796108,,,,,
32,300,128,20,104,0,tardos,0.03125,0,0.6,0.75,0.4375,0.601209774721258,0.0030244368031449,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,1,0.6,0.7265625,0.4375,0.6002390423861738,0.0005976059654345,0.0008985200332249,,,0.0040948887207215,,,,
32,300,128,20,104,0,tardos,0.03125,2,0.6,0.8125,0.4375,0.6001917472882342,0.0004793682205857,0.0008985200332249,0.0011789367426328,0.0010022038796108,,,,,
32,300,128,20,104,0,tardos,0.03125,0,0.7,0.7578125,0.375,0.667832849368402,0.0034985481052061,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,1,0.7,0.6796875,0.375,0.6668681197335238,0.0006043592005713,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,2,0.7,0.734375,0.375,0.6668118628602128,0.0004355885806381,0.0008985200332249,0.0011789367426328,0.0010022038796108,,,,,
32,300,128,20,104,0,tardos,0.03125,0,0.8,0.7421875,0.25,0.8008038070849312,0.004019035424656,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,1,0.8,0.375,0.25,0.8000736779066567,0.0003683895332838,,,,,,,,
32,300,128,20,104,0,tardos,0.03125,2,0.8,0.453125,0.25,0.8000452824413306,0.0002264122066527,,,0.0010022038796108,,,,,
